task_id,system,model_id,seed,n_calls,in_tok,fresh_tok,out_tok
L04_foundation_model_perturbation_response,minimax_omicverse,MiniMax-M2.7,0,50,868974,34408,9718
F02_multi_method_trajectory,minimax_omicverse,MiniMax-M2.7,2,45,1655398,57478,21186
C01_visium_spatial_domain,minimax_omicverse,MiniMax-M2.7,2,38,1812540,102271,22361
G01_16s_diversity,minimax_omicverse,MiniMax-M2.7,2,14,211289,22058,4518
F02_multi_method_trajectory,minimax_omicverse,MiniMax-M2.7,1,21,586833,39700,11661
E05_bulk_metabol_multivariate,minimax_omicverse,MiniMax-M2.7,0,20,505103,36466,4523
L01_foundation_model_cell_embedding,minimax_omicverse,MiniMax-M2.7,2,39,740358,42540,4896
C05_spatial_celltype_deconvolution,minimax_omicverse,MiniMax-M2.7,2,12,163635,21984,5207
C04_spatial_trajectory_stt,minimax_omicverse,MiniMax-M2.7,1,31,699834,36734,11941
G02_multi_method_da,minimax_omicverse,MiniMax-M2.7,0,18,336401,33825,9886
B06_reference_annotation,minimax_omicverse,MiniMax-M2.7,0,19,176608,16251,10055
A02_normalize_log,minimax_omicverse,MiniMax-M2.7,1,4,14629,4208,963
G02_multi_method_da,minimax_omicverse,MiniMax-M2.7,1,12,87672,12679,6260
L01_foundation_model_cell_embedding,minimax_omicverse,MiniMax-M2.7,0,49,2327600,174800,16762
C02_visium_hd_svg,minimax_omicverse,MiniMax-M2.7,1,20,282926,25376,8666
E03_bulk_de_multi_method,minimax_omicverse,MiniMax-M2.7,2,20,372595,26770,9761
E04_bulk_wgcna,minimax_omicverse,MiniMax-M2.7,2,35,1143004,57396,27711
A02_normalize_log,minimax_omicverse,MiniMax-M2.7,0,3,10758,4176,819
G01_16s_diversity,minimax_omicverse,MiniMax-M2.7,0,19,380243,30286,10995
B01_full_pipeline,minimax_omicverse,MiniMax-M2.7,0,17,228172,22774,15656
C01_visium_spatial_domain,minimax_omicverse,MiniMax-M2.7,0,50,1507315,52668,24536
L04_foundation_model_perturbation_response,minimax_omicverse,MiniMax-M2.7,1,34,616418,35693,11759
E04_bulk_wgcna,minimax_omicverse,MiniMax-M2.7,0,28,671626,48323,21181
F01_multi_mode_velocity,minimax_omicverse,MiniMax-M2.7,0,32,396946,22985,10713
G04_16s_taxonomic_collapse,minimax_omicverse,MiniMax-M2.7,2,6,64666,15551,3497
C02_visium_hd_svg,minimax_omicverse,MiniMax-M2.7,2,26,612078,37921,14482
F04_multi_backend_pseudotime,minimax_omicverse,MiniMax-M2.7,0,17,258939,24953,7243
E07_ppi_network,minimax_omicverse,MiniMax-M2.7,2,10,67880,11581,4809
F01_multi_mode_velocity,minimax_omicverse,MiniMax-M2.7,1,15,211875,20760,6322
E01_bulk_deconvolution,minimax_omicverse,MiniMax-M2.7,0,22,1064577,115630,9120
B02_subset_recluster,minimax_omicverse,MiniMax-M2.7,1,4,16310,5008,1220
C02_visium_hd_svg,minimax_omicverse,MiniMax-M2.7,0,21,466969,36162,8259
B10_gene_regulatory_network,minimax_omicverse,MiniMax-M2.7,0,13,753862,187921,5202
G01_16s_diversity,minimax_omicverse,MiniMax-M2.7,1,17,401088,34544,5902
A05_leiden_clustering,minimax_omicverse,MiniMax-M2.7,1,5,21770,5439,2101
E07_ppi_network,minimax_omicverse,MiniMax-M2.7,0,12,86682,11930,5436
E06_pathway_enrichment,minimax_omicverse,MiniMax-M2.7,0,25,613384,43153,15061
E01_bulk_deconvolution,minimax_omicverse,MiniMax-M2.7,2,13,440124,67134,7060
B01_full_pipeline,minimax_omicverse,MiniMax-M2.7,2,16,129168,13368,6804
B08_aucell_pathway_scoring,minimax_omicverse,MiniMax-M2.7,2,8,91423,18165,4846
A03_hvg,minimax_omicverse,MiniMax-M2.7,2,5,21770,5300,1902
B08_aucell_pathway_scoring,minimax_omicverse,MiniMax-M2.7,0,8,87681,18506,2916
G03_16s_ordination_pcoa,minimax_omicverse,MiniMax-M2.7,2,19,298485,25176,9352
B03_diff_expression,minimax_omicverse,MiniMax-M2.7,2,24,485156,34236,11718
G03_16s_ordination_pcoa,minimax_omicverse,MiniMax-M2.7,0,28,463119,26076,11730
B10_gene_regulatory_network,minimax_omicverse,MiniMax-M2.7,1,17,1276722,154063,7200
G04_16s_taxonomic_collapse,minimax_omicverse,MiniMax-M2.7,1,8,55647,11207,5362
B08_aucell_pathway_scoring,minimax_omicverse,MiniMax-M2.7,1,7,71056,15615,3143
A04_pca_neighbors_umap,minimax_omicverse,MiniMax-M2.7,1,7,38066,7440,2680
B05_multi_method_annotation,minimax_omicverse,MiniMax-M2.7,1,19,261705,24489,8414
A02_normalize_log,deepseek_omicverse_no_registry,deepseek-v4-flash,0,6,24054,5695,2561
A05_leiden_clustering,deepseek_omicverse_no_registry,deepseek-v4-flash,0,4,16317,5526,1982
F04_multi_backend_pseudotime,deepseek_omicverse_no_registry,deepseek-v4-flash,0,22,241105,20093,11497
A03_hvg,deepseek_omicverse_no_registry,deepseek-v4-flash,0,3,9265,3868,1155
C04_spatial_trajectory_stt,deepseek_omicverse_no_registry,deepseek-v4-flash,0,35,677839,39605,18633
B06_reference_annotation,deepseek_omicverse_no_registry,deepseek-v4-flash,0,12,121060,17433,8617
L02_foundation_model_celltype_annotation,deepseek_omicverse_no_registry,deepseek-v4-flash,0,45,826013,40712,12987
B11_scrna_cell_cell_communication,deepseek_omicverse_no_registry,deepseek-v4-flash,0,18,136750,12534,5173
E01_bulk_deconvolution,deepseek_omicverse_no_registry,deepseek-v4-flash,0,22,313699,47169,7932
B04_multi_method_batch_correction,deepseek_omicverse_no_registry,deepseek-v4-flash,0,10,63895,10651,3494
B10_gene_regulatory_network,deepseek_omicverse_no_registry,deepseek-v4-flash,0,21,378275,33139,10179
G04_16s_taxonomic_collapse,deepseek_omicverse_no_registry,deepseek-v4-flash,0,4,15643,5933,2494
G02_multi_method_da,deepseek_omicverse_no_registry,deepseek-v4-flash,0,7,45686,11855,4745
B08_aucell_pathway_scoring,deepseek_omicverse_no_registry,deepseek-v4-flash,0,5,21187,6171,2494
L04_foundation_model_perturbation_response,deepseek_omicverse_no_registry,deepseek-v4-flash,0,50,1361318,58122,29800
G03_16s_ordination_pcoa,deepseek_omicverse_no_registry,deepseek-v4-flash,0,7,34222,7630,3898
F01_multi_mode_velocity,deepseek_omicverse_no_registry,deepseek-v4-flash,0,44,1057131,52958,19324
G01_16s_diversity,deepseek_omicverse_no_registry,deepseek-v4-flash,0,11,90807,14452,6689
B02_subset_recluster,deepseek_omicverse_no_registry,deepseek-v4-flash,0,5,17522,4519,1343
L01_foundation_model_cell_embedding,deepseek_omicverse_no_registry,deepseek-v4-flash,0,41,2046810,166205,12568
A01_qc_filter,deepseek_omicverse_no_registry,deepseek-v4-flash,0,20,226282,22277,11600
E03_bulk_de_multi_method,deepseek_omicverse_no_registry,deepseek-v4-flash,0,18,212808,26698,11450
E07_ppi_network,deepseek_omicverse_no_registry,deepseek-v4-flash,0,13,90657,11512,5173
E04_bulk_wgcna,deepseek_omicverse_no_registry,deepseek-v4-flash,0,13,254801,34027,11676
B09_cnmf_gene_programs,deepseek_omicverse_no_registry,deepseek-v4-flash,0,11,94696,16772,10094
B05_multi_method_annotation,deepseek_omicverse_no_registry,deepseek-v4-flash,0,27,341955,29499,9211
A04_pca_neighbors_umap,deepseek_omicverse_no_registry,deepseek-v4-flash,0,3,9034,3577,987
E06_pathway_enrichment,deepseek_omicverse_no_registry,deepseek-v4-flash,0,22,317651,36857,11734
C01_visium_spatial_domain,deepseek_omicverse_no_registry,deepseek-v4-flash,0,29,373893,31270,12728
C02_visium_hd_svg,deepseek_omicverse_no_registry,deepseek-v4-flash,0,41,781871,43154,19860
L03_foundation_model_zero_shot_inference,deepseek_omicverse_no_registry,deepseek-v4-flash,0,25,403971,28312,13291
C05_spatial_celltype_deconvolution,deepseek_omicverse_no_registry,deepseek-v4-flash,0,26,431734,32569,14746
G05_phylogenetic_diversity,deepseek_omicverse_no_registry,deepseek-v4-flash,0,24,200050,16291,8397
B03_diff_expression,deepseek_omicverse_no_registry,deepseek-v4-flash,0,18,183536,19455,7610
F03_paga_pseudotime,deepseek_omicverse_no_registry,deepseek-v4-flash,0,15,130674,16574,9586
E05_bulk_metabol_multivariate,deepseek_omicverse_no_registry,deepseek-v4-flash,0,20,227291,19775,6335
B01_full_pipeline,deepseek_omicverse_no_registry,deepseek-v4-flash,0,50,963029,31910,15987
F02_multi_method_trajectory,deepseek_omicverse_no_registry,deepseek-v4-flash,0,21,317463,29225,8375
